music,uid,score
5045,twinklestar_act2,3
5873,twinklestar_act2,3
5874,twinklestar_act2,3
5861,twinklestar_act2,3
5272,twinklestar_act2,3
6321,twinklestar_act2,3
5572,twinklestar_act2,3
6325,twinklestar_act2,3
6343,twinklestar_act2,3
5269,twinklestar_act2,3
5259,twinklestar_act2,3
5573,twinklestar_act2,3
5557,twinklestar_act2,3
5558,twinklestar_act2,3
5568,twinklestar_act2,3
5061,twinklestar_act2,3
5064,twinklestar_act2,3
6359,twinklestar_act2,3
5566,twinklestar_act2,3
6337,twinklestar_act2,3
5273,twinklestar_act2,3
5553,twinklestar_act2,3
5574,twinklestar_act2,3
5570,twinklestar_act2,3
5264,twinklestar_act2,3
6339,twinklestar_act2,3
5263,twinklestar_act2,3
5268,twinklestar_act2,3
5271,twinklestar_act2,3
5562,twinklestar_act2,3
6354,twinklestar_act2,3
6356,twinklestar_act2,3
5859,twinklestar_act2,3
5860,twinklestar_act2,3
5267,twinklestar_act2,3
6329,twinklestar_act2,3
6076,twinklestar_act2,3
5878,twinklestar_act2,3
6332,twinklestar_act2,3
5581,twinklestar_act2,3
6335,twinklestar_act2,3
5579,twinklestar_act2,3
5550,twinklestar_act2,3
6341,twinklestar_act2,3
5265,twinklestar_act2,3
5552,twinklestar_act2,3
5564,twinklestar_act2,3
6319,twinklestar_act2,3
6073,twinklestar_act2,3
5864,twinklestar_act2,3
5863,twinklestar_act2,3
5862,twinklestar_act2,3
6324,twinklestar_act2,3
6357,twinklestar_act2,3
6353,twinklestar_act2,3
5311,twinklestar_act2,3
5041,twinklestar_act2,3
5305,twinklestar_act2,3
3423,twinklestar_act2,3
9180,twinklestar_act2,3
10493,twinklestar_act2,3
5251,twinklestar_act2,3
10465,twinklestar_act2,3
3375,twinklestar_act2,3
3425,twinklestar_act2,3
7753,twinklestar_act2,3
2178,twinklestar_act2,3
7892,twinklestar_act2,3
9470,twinklestar_act2,3
3467,twinklestar_act2,3
3769,twinklestar_act2,3
866,twinklestar_act2,3
7083,twinklestar_act2,3
7244,twinklestar_act2,3
1001,twinklestar_act2,3
4529,twinklestar_act2,3
8708,twinklestar_act2,3
1548,twinklestar_act2,3
10028,twinklestar_act2,3
9377,twinklestar_act2,3
999,twinklestar_act2,3
7812,twinklestar_act2,3
8684,twinklestar_act2,3
860,twinklestar_act2,3
1562,twinklestar_act2,3
3222,twinklestar_act2,3
6408,twinklestar_act2,3
2153,twinklestar_act2,3
4437,twinklestar_act2,3
7771,twinklestar_act2,3
3518,twinklestar_act2,3
6883,twinklestar_act2,3
3296,twinklestar_act2,3
1354,twinklestar_act2,3
460,twinklestar_act2,3
2517,twinklestar_act2,3
6038,twinklestar_act2,3
578,twinklestar_act2,3
1284,twinklestar_act2,3
3276,twinklestar_act2,3
2072,twinklestar_act2,3
3657,twinklestar_act2,3
1782,twinklestar_act2,3
9712,twinklestar_act2,3
955,twinklestar_act2,3
5521,twinklestar_act2,3
7091,twinklestar_act2,3
8714,twinklestar_act2,3
3051,twinklestar_act2,3
1797,twinklestar_act2,3
543,twinklestar_act2,3
9696,twinklestar_act2,3
6176,twinklestar_act2,3
3177,twinklestar_act2,3
2057,twinklestar_act2,3
8905,twinklestar_act2,3
939,twinklestar_act2,3
5282,twinklestar_act2,3
1539,twinklestar_act2,3
1958,twinklestar_act2,3
120,twinklestar_act2,3
89,twinklestar_act2,3
1413,twinklestar_act2,3
6496,twinklestar_act2,3
1415,twinklestar_act2,3
2333,twinklestar_act2,3
2525,twinklestar_act2,3
3686,twinklestar_act2,3
6184,twinklestar_act2,3
8816,twinklestar_act2,3
3651,twinklestar_act2,3
10327,twinklestar_act2,3
5732,twinklestar_act2,3
8383,twinklestar_act2,3
4020,twinklestar_act2,3
1087,twinklestar_act2,3
950,twinklestar_act2,3
2094,twinklestar_act2,3
962,twinklestar_act2,3
8527,twinklestar_act2,3
3226,twinklestar_act2,3
1516,twinklestar_act2,3
167,twinklestar_act2,3
2151,twinklestar_act2,3
435,twinklestar_act2,3
214,twinklestar_act2,3
10029,twinklestar_act2,3
449,twinklestar_act2,3
3105,twinklestar_act2,3
4585,twinklestar_act2,3
5284,twinklestar_act2,3
8649,twinklestar_act2,3
8666,twinklestar_act2,3
8293,twinklestar_act2,3
6986,twinklestar_act2,3
5299,twinklestar_act2,3
8633,twinklestar_act2,3
169,twinklestar_act2,3
8865,twinklestar_act2,3
174,twinklestar_act2,3
1151,twinklestar_act2,3
2288,twinklestar_act2,3
868,twinklestar_act2,3
8707,twinklestar_act2,3
8937,twinklestar_act2,3
8323,twinklestar_act2,3
7297,twinklestar_act2,3
2058,twinklestar_act2,3
7544,twinklestar_act2,3
10464,twinklestar_act2,3
2390,twinklestar_act2,3
1336,twinklestar_act2,3
10184,twinklestar_act2,3
6421,twinklestar_act2,3
8541,twinklestar_act2,3
8913,twinklestar_act2,3
5749,twinklestar_act2,3
8539,twinklestar_act2,3
6989,twinklestar_act2,3
3253,twinklestar_act2,3
9053,twinklestar_act2,3
8400,twinklestar_act2,3
8099,twinklestar_act2,3
7813,twinklestar_act2,3
2006,twinklestar_act2,3
5723,twinklestar_act2,3
2475,twinklestar_act2,1
10479,twinklestar_act2,1
3731,twinklestar_act2,3
3111,twinklestar_act2,3
2043,twinklestar_act2,1
8813,twinklestar_act2,3
9370,twinklestar_act2,3
610,twinklestar_act2,3
2549,twinklestar_act2,1
1324,twinklestar_act2,3
2245,twinklestar_act2,3
3083,twinklestar_act2,3
2033,twinklestar_act2,3
3108,twinklestar_act2,3
2360,twinklestar_act2,1
6154,twinklestar_act2,3
2427,twinklestar_act2,3
3602,twinklestar_act2,1
6363,twinklestar_act2,3
8972,twinklestar_act2,3
8866,twinklestar_act2,3
6495,twinklestar_act2,5
6751,twinklestar_act2,1
3574,twinklestar_act2,3
2547,twinklestar_act2,3
8726,twinklestar_act2,3
9005,twinklestar_act2,3
3359,twinklestar_act2,3
2759,twinklestar_act2,3
9558,twinklestar_act2,3
7743,twinklestar_act2,5
1868,twinklestar_act2,1
10166,twinklestar_act2,5
8803,twinklestar_act2,3
7856,twinklestar_act2,1
8605,twinklestar_act2,1
3401,twinklestar_act2,3
2545,twinklestar_act2,3
8287,twinklestar_act2,1
9556,twinklestar_act2,1
7855,twinklestar_act2,1
10230,twinklestar_act2,7
8336,twinklestar_act2,7
8965,twinklestar_act2,3
1248,twinklestar_act2,3
8513,twinklestar_act2,1
10013,twinklestar_act2,5
6801,twinklestar_act2,5
2837,twinklestar_act2,3
7364,twinklestar_act2,3
7852,twinklestar_act2,1
4394,twinklestar_act2,3
9549,twinklestar_act2,3
858,twinklestar_act2,3
133,twinklestar_act2,3
6104,twinklestar_act2,3
10535,twinklestar_act2,1
7857,twinklestar_act2,1
6178,twinklestar_act2,3
2026,twinklestar_act2,3
6144,twinklestar_act2,3
4598,twinklestar_act2,3
3348,twinklestar_act2,3
6091,twinklestar_act2,5
3073,twinklestar_act2,3
2214,twinklestar_act2,5
9963,twinklestar_act2,5
3481,twinklestar_act2,3
7424,twinklestar_act2,5
4537,twinklestar_act2,3
3227,twinklestar_act2,3
7252,twinklestar_act2,5
8505,twinklestar_act2,5
7731,twinklestar_act2,3
9801,twinklestar_act2,5
8269,twinklestar_act2,3
8081,twinklestar_act2,3
8741,twinklestar_act2,3
1470,twinklestar_act2,5
8,twinklestar_act2,1
8258,twinklestar_act2,5
6014,twinklestar_act2,3
9123,twinklestar_act2,5
775,twinklestar_act2,3
2034,twinklestar_act2,3
2300,twinklestar_act2,5
4729,twinklestar_act2,3
6102,twinklestar_act2,5
2385,twinklestar_act2,3
3520,twinklestar_act2,3
9403,twinklestar_act2,5
4646,twinklestar_act2,3
9140,twinklestar_act2,3
6521,twinklestar_act2,3
2666,twinklestar_act2,5
2492,twinklestar_act2,5
3787,twinklestar_act2,3
6137,twinklestar_act2,5
3523,twinklestar_act2,3
1914,twinklestar_act2,3
7749,twinklestar_act2,3
9733,twinklestar_act2,9
7106,twinklestar_act2,3
1303,twinklestar_act2,3
2617,twinklestar_act2,3
3399,twinklestar_act2,3
9686,twinklestar_act2,5
3548,twinklestar_act2,3
3416,twinklestar_act2,3
2181,twinklestar_act2,3
9065,twinklestar_act2,5
7053,twinklestar_act2,5
9104,twinklestar_act2,3
3752,twinklestar_act2,5
8677,twinklestar_act2,3
8681,twinklestar_act2,3
8075,twinklestar_act2,3
1171,twinklestar_act2,3
8967,twinklestar_act2,3
3267,twinklestar_act2,3
1082,twinklestar_act2,3
10402,twinklestar_act2,3
9612,twinklestar_act2,5
8257,twinklestar_act2,3
603,twinklestar_act2,5
7398,twinklestar_act2,3
10490,twinklestar_act2,3
10331,twinklestar_act2,1
2935,twinklestar_act2,3
3888,twinklestar_act2,7
7913,twinklestar_act2,5
7158,twinklestar_act2,3
2675,twinklestar_act2,3
1447,twinklestar_act2,5
10225,twinklestar_act2,3
6870,twinklestar_act2,3
3113,twinklestar_act2,3
2372,twinklestar_act2,3
798,twinklestar_act2,3
7473,twinklestar_act2,3
10540,twinklestar_act2,1
9394,twinklestar_act2,1
9564,twinklestar_act2,1
7343,twinklestar_act2,1
7408,twinklestar_act2,3
4378,twinklestar_act2,3
9781,twinklestar_act2,3
4512,twinklestar_act2,3
631,twinklestar_act2,3
3855,twinklestar_act2,3
10270,twinklestar_act2,3
9784,twinklestar_act2,3
7440,twinklestar_act2,5
7653,twinklestar_act2,1
8844,twinklestar_act2,1
9491,twinklestar_act2,3
10147,twinklestar_act2,3
3067,twinklestar_act2,3
6423,twinklestar_act2,3
3641,twinklestar_act2,5
5640,twinklestar_act2,3
9013,twinklestar_act2,3
1731,twinklestar_act2,3
10130,twinklestar_act2,3
2530,twinklestar_act2,3
3648,twinklestar_act2,3
2901,twinklestar_act2,5
5805,twinklestar_act2,3
3437,twinklestar_act2,3
10459,twinklestar_act2,3
7095,twinklestar_act2,1
7267,twinklestar_act2,3
3351,twinklestar_act2,3
5742,twinklestar_act2,3
7300,twinklestar_act2,3
10189,twinklestar_act2,3
1160,twinklestar_act2,5
6369,twinklestar_act2,3
1572,twinklestar_act2,5
8798,twinklestar_act2,3
4153,twinklestar_act2,5
6978,twinklestar_act2,5
3667,twinklestar_act2,5
10037,twinklestar_act2,3
3537,twinklestar_act2,3
3497,twinklestar_act2,3
3525,twinklestar_act2,3
8885,twinklestar_act2,5
1925,twinklestar_act2,3
4479,twinklestar_act2,5
8402,twinklestar_act2,3
536,twinklestar_act2,3
3581,twinklestar_act2,5
2261,twinklestar_act2,3
5637,twinklestar_act2,5
8299,twinklestar_act2,3
5785,twinklestar_act2,3
9122,twinklestar_act2,7
9789,twinklestar_act2,5
1009,twinklestar_act2,3
330,twinklestar_act2,3
6180,twinklestar_act2,3
6854,twinklestar_act2,3
9662,twinklestar_act2,5
8900,twinklestar_act2,3
10556,twinklestar_act2,3
8398,twinklestar_act2,3
1359,twinklestar_act2,3
2088,twinklestar_act2,3
560,twinklestar_act2,7
6970,twinklestar_act2,5
10046,twinklestar_act2,5
9636,misutsu940612,9
9822,misutsu940612,9
1017,misutsu940612,7
8281,twinklestar_act2,1
8939,twinklestar_act2,5
4627,twinklestar_act2,3
8755,twinklestar_act2,5
3273,twinklestar_act2,3
8991,twinklestar_act2,3
7180,twinklestar_act2,5
8156,twinklestar_act2,5
7105,twinklestar_act2,3
8637,twinklestar_act2,5
1980,twinklestar_act2,3
10045,twinklestar_act2,5
10025,twinklestar_act2,3
8660,twinklestar_act2,5
777,twinklestar_act2,3
7854,twinklestar_act2,3
8898,twinklestar_act2,3
1067,twinklestar_act2,7
1262,twinklestar_act2,5
6260,twinklestar_act2,3
10515,twinklestar_act2,3
10182,twinklestar_act2,7
1177,twinklestar_act2,3
6705,twinklestar_act2,7
6193,twinklestar_act2,5
3510,twinklestar_act2,3
2407,twinklestar_act2,3
10575,twinklestar_act2,3
10478,twinklestar_act2,5
4375,twinklestar_act2,3
6097,twinklestar_act2,5
3235,twinklestar_act2,3
176,twinklestar_act2,3
7348,twinklestar_act2,1
9440,twinklestar_act2,3
2412,twinklestar_act2,3
2413,twinklestar_act2,3
6222,twinklestar_act2,5
161,twinklestar_act2,3
3306,twinklestar_act2,3
7050,twinklestar_act2,5
4569,twinklestar_act2,3
3234,twinklestar_act2,5
1654,twinklestar_act2,3
10318,twinklestar_act2,3
2364,twinklestar_act2,3
65,twinklestar_act2,3
1355,twinklestar_act2,3
8969,twinklestar_act2,3
1750,twinklestar_act2,1
258,misutsu940612,8
259,misutsu940612,8
261,misutsu940612,8
262,misutsu940612,8
260,misutsu940612,8
10380,twinklestar_act2,3
3118,twinklestar_act2,3
6857,twinklestar_act2,3
9656,twinklestar_act2,3
9002,twinklestar_act2,5
10167,twinklestar_act2,3
3030,twinklestar_act2,3
1344,twinklestar_act2,3
8592,twinklestar_act2,5
7317,twinklestar_act2,1
7315,twinklestar_act2,1
1018,twinklestar_act2,3
10165,twinklestar_act2,3
1312,twinklestar_act2,3
416,twinklestar_act2,3
10117,twinklestar_act2,3
4633,twinklestar_act2,5
2985,twinklestar_act2,3
10392,twinklestar_act2,5
3128,twinklestar_act2,3
931,twinklestar_act2,3
7033,twinklestar_act2,5
3789,twinklestar_act2,3
8437,twinklestar_act2,1
7790,twinklestar_act2,3
6095,twinklestar_act2,1
1357,twinklestar_act2,3
4141,twinklestar_act2,3
2004,twinklestar_act2,5
97,twinklestar_act2,3
6258,twinklestar_act2,1
8427,twinklestar_act2,3
520,twinklestar_act2,3
632,twinklestar_act2,3
1832,twinklestar_act2,5
7097,twinklestar_act2,3
3749,twinklestar_act2,3
3744,twinklestar_act2,3
10026,twinklestar_act2,3
7420,twinklestar_act2,3
327,twinklestar_act2,3
5827,twinklestar_act2,3
7819,twinklestar_act2,3
9299,twinklestar_act2,3
8909,twinklestar_act2,3
2378,twinklestar_act2,3
7446,twinklestar_act2,3
8616,twinklestar_act2,3
7340,twinklestar_act2,3
8020,twinklestar_act2,3
7930,twinklestar_act2,3
8612,twinklestar_act2,3
8986,twinklestar_act2,5
5761,togashi yumeha,7
7297,togashi yumeha,7
9616,togashi yumeha,6
9380,togashi yumeha,5
3045,togashi yumeha,7
62,togashi yumeha,5
8473,togashi yumeha,6
3688,togashi yumeha,5
2947,togashi yumeha,10
1300,togashi yumeha,10
1299,togashi yumeha,10
3659,togashi yumeha,6
2891,togashi yumeha,7
3664,togashi yumeha,6
3665,togashi yumeha,5
3661,togashi yumeha,5
2454,togashi yumeha,7
2455,togashi yumeha,7
2948,togashi yumeha,7
2594,togashi yumeha,9
3704,togashi yumeha,10
4634,togashi yumeha,5
457,togashi yumeha,3
459,togashi yumeha,4
461,togashi yumeha,3
463,togashi yumeha,4
464,togashi yumeha,3
468,togashi yumeha,4
469,togashi yumeha,3
471,togashi yumeha,4
472,togashi yumeha,4
473,togashi yumeha,3
474,togashi yumeha,3
475,togashi yumeha,4
476,togashi yumeha,3
477,togashi yumeha,3
478,togashi yumeha,4
479,togashi yumeha,4
480,togashi yumeha,4
481,togashi yumeha,3
482,togashi yumeha,4
483,togashi yumeha,3
484,togashi yumeha,4
485,togashi yumeha,3
486,togashi yumeha,4
487,togashi yumeha,4
488,togashi yumeha,3
489,togashi yumeha,3
490,togashi yumeha,4
491,togashi yumeha,4
492,togashi yumeha,3
493,togashi yumeha,3
494,togashi yumeha,3
495,togashi yumeha,4
496,togashi yumeha,3
497,togashi yumeha,3
498,togashi yumeha,3
2055,togashi yumeha,1
6971,togashi yumeha,1
6966,togashi yumeha,1
9757,togashi yumeha,1
6740,togashi yumeha,1
8550,twinklestar_act2,3
8551,twinklestar_act2,3
8552,twinklestar_act2,1
8553,twinklestar_act2,1
8554,twinklestar_act2,3
8555,twinklestar_act2,1
8556,twinklestar_act2,1
8557,twinklestar_act2,1
8558,twinklestar_act2,1
8559,twinklestar_act2,3
8560,twinklestar_act2,1
8561,twinklestar_act2,1
8562,twinklestar_act2,1
8563,twinklestar_act2,1
8564,twinklestar_act2,1
8565,twinklestar_act2,1
8566,twinklestar_act2,1
8567,twinklestar_act2,1
8568,twinklestar_act2,1
8569,twinklestar_act2,1
8570,twinklestar_act2,1
8571,twinklestar_act2,1
8573,twinklestar_act2,1
8574,twinklestar_act2,1
8575,twinklestar_act2,1
8576,twinklestar_act2,1
8577,twinklestar_act2,1
8578,twinklestar_act2,1
8579,twinklestar_act2,1
7321,togashi yumeha,1
9580,togashi yumeha,1
2920,togashi yumeha,1
8155,twinklestar_act2,3
3380,twinklestar_act2,3
3564,twinklestar_act2,3
9548,twinklestar_act2,3
6872,twinklestar_act2,3
10068,twinklestar_act2,1
2002,twinklestar_act2,3
2548,twinklestar_act2,5
3449,twinklestar_act2,3
1538,twinklestar_act2,3
54,twinklestar_act2,3
3367,twinklestar_act2,3
8799,twinklestar_act2,3
3692,twinklestar_act2,3
7785,twinklestar_act2,3
2846,twinklestar_act2,5
1320,twinklestar_act2,3
1468,twinklestar_act2,3
9396,twinklestar_act2,3
5837,twinklestar_act2,3
1078,twinklestar_act2,3
1391,twinklestar_act2,3
2926,twinklestar_act2,3
8108,twinklestar_act2,3
6850,twinklestar_act2,3
10223,twinklestar_act2,3
7780,twinklestar_act2,3
6971,twinklestar_act2,3
7774,twinklestar_act2,3
9641,twinklestar_act2,3
8867,twinklestar_act2,3
9968,twinklestar_act2,3
10389,twinklestar_act2,3
7266,twinklestar_act2,3
8330,twinklestar_act2,3
6859,twinklestar_act2,3
3722,twinklestar_act2,3
7,twinklestar_act2,3
8742,twinklestar_act2,3
1523,twinklestar_act2,3
8417,twinklestar_act2,3
4492,twinklestar_act2,3
2550,twinklestar_act2,3
7225,twinklestar_act2,3
4509,twinklestar_act2,3
2493,twinklestar_act2,1
10197,twinklestar_act2,3
2520,twinklestar_act2,3
9004,twinklestar_act2,3
3695,twinklestar_act2,3
1593,twinklestar_act2,3
4443,twinklestar_act2,3
3212,twinklestar_act2,3
8328,twinklestar_act2,3
8346,twinklestar_act2,3
3180,twinklestar_act2,3
1257,twinklestar_act2,3
5617,twinklestar_act2,3
6962,twinklestar_act2,5
1805,twinklestar_act2,3
6123,twinklestar_act2,3
7032,twinklestar_act2,3
4619,twinklestar_act2,3
3753,twinklestar_act2,3
7932,twinklestar_act2,3
10148,twinklestar_act2,3
1576,twinklestar_act2,3
10594,togashi yumeha,7
499,togashi yumeha,7
500,togashi yumeha,3
501,togashi yumeha,3
9177,togashi yumeha,4
9164,togashi yumeha,3
9165,togashi yumeha,4
9166,togashi yumeha,3
9167,togashi yumeha,3
9168,togashi yumeha,4
9169,togashi yumeha,3
9170,togashi yumeha,4
9171,togashi yumeha,3
9172,togashi yumeha,3
9173,togashi yumeha,4
9174,togashi yumeha,3
9175,togashi yumeha,4
9176,togashi yumeha,4
9178,togashi yumeha,4
102,togashi yumeha,6
9179,togashi yumeha,4
9180,togashi yumeha,4
9181,togashi yumeha,3
9182,togashi yumeha,3
9183,togashi yumeha,3
9184,togashi yumeha,3
9185,togashi yumeha,3
9186,togashi yumeha,4
9187,togashi yumeha,4
9188,togashi yumeha,3
9189,togashi yumeha,3
9190,togashi yumeha,4
9191,togashi yumeha,3
9192,togashi yumeha,3
9193,togashi yumeha,4
9194,togashi yumeha,4
9195,togashi yumeha,3
9196,togashi yumeha,3
9197,togashi yumeha,3
103,togashi yumeha,7
5030,togashi yumeha,4
5031,togashi yumeha,3
5032,togashi yumeha,4
5033,togashi yumeha,4
5034,togashi yumeha,3
5036,togashi yumeha,3
5037,togashi yumeha,3
5038,togashi yumeha,4
5039,togashi yumeha,4
5040,togashi yumeha,4
5041,togashi yumeha,4
5042,togashi yumeha,4
5043,togashi yumeha,3
5044,togashi yumeha,4
5045,togashi yumeha,3
2816,togashi yumeha,10
3797,togashi yumeha,9
3824,togashi yumeha,9
3823,togashi yumeha,8
4252,togashi yumeha,4
4229,togashi yumeha,4
4232,togashi yumeha,4
4234,togashi yumeha,3
4236,togashi yumeha,4
4238,togashi yumeha,4
4241,togashi yumeha,3
4243,togashi yumeha,4
4245,togashi yumeha,3
4247,togashi yumeha,4
4249,togashi yumeha,3
4251,togashi yumeha,4
4253,togashi yumeha,3
4257,togashi yumeha,4
4258,togashi yumeha,4
4260,togashi yumeha,3
4263,togashi yumeha,4
4265,togashi yumeha,4
4230,togashi yumeha,3
4231,togashi yumeha,3
4233,togashi yumeha,4
4235,togashi yumeha,4
4237,togashi yumeha,3
4239,togashi yumeha,3
4240,togashi yumeha,3
4242,togashi yumeha,3
4244,togashi yumeha,4
4246,togashi yumeha,3
4248,togashi yumeha,3
4250,togashi yumeha,4
4254,togashi yumeha,3
4256,togashi yumeha,3
4259,togashi yumeha,4
4261,togashi yumeha,3
4264,togashi yumeha,3
4266,togashi yumeha,3
3837,togashi yumeha,4
3838,togashi yumeha,4
3839,togashi yumeha,3
3840,togashi yumeha,3
3841,togashi yumeha,4
3842,togashi yumeha,4
3843,togashi yumeha,4
3844,togashi yumeha,3
3845,togashi yumeha,4
3846,togashi yumeha,3
3847,togashi yumeha,3
3848,togashi yumeha,3
3849,togashi yumeha,3
3850,togashi yumeha,3
3851,togashi yumeha,4
3852,togashi yumeha,4
3825,togashi yumeha,4
3826,togashi yumeha,4
3827,togashi yumeha,3
3828,togashi yumeha,3
3829,togashi yumeha,4
3830,togashi yumeha,3
3831,togashi yumeha,3
3832,togashi yumeha,3
3833,togashi yumeha,4
3834,togashi yumeha,4
3835,togashi yumeha,4
3836,togashi yumeha,3
3803,togashi yumeha,4
3804,togashi yumeha,4
3805,togashi yumeha,4
3806,togashi yumeha,4
3807,togashi yumeha,3
3808,togashi yumeha,3
3809,togashi yumeha,3
3810,togashi yumeha,4
3811,togashi yumeha,3
3812,togashi yumeha,4
3813,togashi yumeha,4
3814,togashi yumeha,4
3815,togashi yumeha,4
3816,togashi yumeha,3
3817,togashi yumeha,3
3818,togashi yumeha,4
3822,togashi yumeha,4
3821,togashi yumeha,4
3820,togashi yumeha,4
3799,togashi yumeha,4
3819,togashi yumeha,3
3798,togashi yumeha,3
3796,togashi yumeha,4
3800,togashi yumeha,4
9651,emeraldflame,4
9755,emeraldflame,5
9756,emeraldflame,6
3801,togashi yumeha,4
3802,togashi yumeha,3
3166,togashi yumeha,9
2054,togashi yumeha,2
6968,togashi yumeha,1
9755,togashi yumeha,1
3564,togashi yumeha,1
9866,twinklestar_act2,3
9898,twinklestar_act2,3
10006,togashi yumeha,1
6160,togashi yumeha,1
3556,togashi yumeha,2
8141,twinklestar_act2,3
7676,twinklestar_act2,3
2367,twinklestar_act2,3
2235,twinklestar_act2,1
3643,twinklestar_act2,3
977,twinklestar_act2,3
7154,twinklestar_act2,3
7188,twinklestar_act2,3
9035,twinklestar_act2,3
3139,twinklestar_act2,3
4641,twinklestar_act2,1
9460,twinklestar_act2,3
1598,twinklestar_act2,3
6374,twinklestar_act2,3
7524,twinklestar_act2,3
7497,twinklestar_act2,3
7807,twinklestar_act2,3
8144,twinklestar_act2,3
2050,twinklestar_act2,3
9012,twinklestar_act2,3
6371,twinklestar_act2,3
2256,twinklestar_act2,1
1375,twinklestar_act2,3
2216,twinklestar_act2,3
2965,twinklestar_act2,3
1376,twinklestar_act2,3
1916,twinklestar_act2,3
8508,twinklestar_act2,3
720,twinklestar_act2,3
3472,twinklestar_act2,3
734,twinklestar_act2,5
2896,twinklestar_act2,3
9117,twinklestar_act2,3
6262,twinklestar_act2,3
10041,twinklestar_act2,3
9142,twinklestar_act2,3
8356,twinklestar_act2,1
10128,twinklestar_act2,1
2197,twinklestar_act2,1
1545,twinklestar_act2,3
7045,twinklestar_act2,3
691,twinklestar_act2,3
8395,twinklestar_act2,3
9314,twinklestar_act2,3
8872,twinklestar_act2,3
8404,twinklestar_act2,3
3138,twinklestar_act2,3
1414,twinklestar_act2,5
10514,twinklestar_act2,5
2527,twinklestar_act2,3
2147,twinklestar_act2,3
8077,twinklestar_act2,3
793,twinklestar_act2,3
3707,twinklestar_act2,3
5628,twinklestar_act2,3
4727,twinklestar_act2,3
414,twinklestar_act2,3
6187,twinklestar_act2,3
8974,twinklestar_act2,5
5460,twinklestar_act2,3
4623,twinklestar_act2,3
1735,twinklestar_act2,1
9390,twinklestar_act2,5
8015,twinklestar_act2,3
8410,twinklestar_act2,3
1734,twinklestar_act2,3
10510,twinklestar_act2,3
6399,twinklestar_act2,5
3386,twinklestar_act2,3
3870,togashi yumeha,4
3872,togashi yumeha,4
3873,togashi yumeha,4
3874,togashi yumeha,3
3875,togashi yumeha,3
3877,togashi yumeha,3
3878,togashi yumeha,4
3879,togashi yumeha,4
3880,togashi yumeha,3
3881,togashi yumeha,4
3882,togashi yumeha,4
3883,togashi yumeha,4
3884,togashi yumeha,3
3886,togashi yumeha,3
3887,togashi yumeha,8
3866,togashi yumeha,3
3868,togashi yumeha,4
3869,togashi yumeha,4
3871,togashi yumeha,4
3856,togashi yumeha,3
3857,togashi yumeha,3
3858,togashi yumeha,3
3859,togashi yumeha,4
3860,togashi yumeha,4
3861,togashi yumeha,3
3862,togashi yumeha,3
3863,togashi yumeha,3
3864,togashi yumeha,3
3865,togashi yumeha,4
6788,togashi yumeha,7
6978,togashi yumeha,5
4267,togashi yumeha,4
4269,togashi yumeha,4
4270,togashi yumeha,4
4271,togashi yumeha,4
4272,togashi yumeha,3
4273,togashi yumeha,4
4274,togashi yumeha,3
4275,togashi yumeha,3
4276,togashi yumeha,4
4277,togashi yumeha,4
4278,togashi yumeha,4
4279,togashi yumeha,3
4280,togashi yumeha,3
4281,togashi yumeha,4
4282,togashi yumeha,4
4283,togashi yumeha,3
4284,togashi yumeha,4
4285,togashi yumeha,4
4286,togashi yumeha,4
4287,togashi yumeha,4
4288,togashi yumeha,3
4289,togashi yumeha,4
4290,togashi yumeha,4
4291,togashi yumeha,3
4292,togashi yumeha,4
4293,togashi yumeha,4
4294,togashi yumeha,3
4295,togashi yumeha,6
4296,togashi yumeha,3
4297,togashi yumeha,4
4298,togashi yumeha,3
4299,togashi yumeha,3
4300,togashi yumeha,3
4301,togashi yumeha,3
4302,togashi yumeha,3
4303,togashi yumeha,3
369,togashi yumeha,4
370,togashi yumeha,4
371,togashi yumeha,4
372,togashi yumeha,3
373,togashi yumeha,4
374,togashi yumeha,4
375,togashi yumeha,3
376,togashi yumeha,4
378,togashi yumeha,3
379,togashi yumeha,4
380,togashi yumeha,4
382,togashi yumeha,3
383,togashi yumeha,3
384,togashi yumeha,3
385,togashi yumeha,3
386,togashi yumeha,4
387,togashi yumeha,3
388,togashi yumeha,3
389,togashi yumeha,3
390,togashi yumeha,3
391,togashi yumeha,3
392,togashi yumeha,3
393,togashi yumeha,4
394,togashi yumeha,4
395,togashi yumeha,4
396,togashi yumeha,4
397,togashi yumeha,4
398,togashi yumeha,3
400,togashi yumeha,3
403,togashi yumeha,4
404,togashi yumeha,10
8213,togashi yumeha,4
8226,togashi yumeha,4
8222,togashi yumeha,3
8223,togashi yumeha,4
8225,togashi yumeha,3
8204,togashi yumeha,3
8221,togashi yumeha,4
8224,togashi yumeha,3
6618,togashi yumeha,4
6625,togashi yumeha,3
6634,togashi yumeha,3
6607,togashi yumeha,3
6613,togashi yumeha,3
6635,togashi yumeha,3
6650,togashi yumeha,4
6614,togashi yumeha,4
6620,togashi yumeha,3
6628,togashi yumeha,3
6629,togashi yumeha,4
6636,togashi yumeha,4
6642,togashi yumeha,4
6610,togashi yumeha,3
6615,togashi yumeha,3
6616,togashi yumeha,4
6621,togashi yumeha,3
6632,togashi yumeha,3
6637,togashi yumeha,3
6643,togashi yumeha,3
6605,togashi yumeha,4
6611,togashi yumeha,4
6617,togashi yumeha,3
6623,togashi yumeha,3
6639,togashi yumeha,4
6648,togashi yumeha,3
6606,togashi yumeha,3
8208,togashi yumeha,4
